ISIN,Mnemonic,SecurityDesc,SecurityType,Currency,SecurityID,Date,Time,StartPrice,MaxPrice,MinPrice,EndPrice,TradedVolume,NumberOfTrades
"DE000A1DAHH0","BNR","BRENNTAG AG NA O.N.","Common stock","EUR",2504453,2020-02-13,14:00,49.38,49.38,49.38,49.38,211,2
"DE000A0LAUP1","CE2","CROPENERGIES AG","Common stock","EUR",2504376,2020-02-13,14:00,10.36,10.36,10.36,10.36,343,1
"FI0009000681","NOA3","NOKIA OYJ EO-,06","Common stock","EUR",2505156,2020-02-13,14:00,3.977,3.9775,3.973,3.977,5795,5
"DE0006289309","EXX1","ISHS ESTXX BNKS.30-15 UC.","ETF","EUR",2505027,2020-02-13,14:00,9.855,9.857,9.855,9.857,5932,3
"IE00B78JSG98","UBU5","UBS(I)-MSCI US.V.U.E.ADDL","ETF","EUR",2505776,2020-02-13,14:00,77.4,77.4,77.4,77.4,42,1
"DE0005790430","FPE3","FUCHS PETROL.SE VZO O.N.","Common stock","EUR",2504976,2020-02-13,14:00,42.76,42.76,42.76,42.76,416,2
"DE0007042301","RHK","RHOEN-KLINIKUM O.N.","Common stock","EUR",2505074,2020-02-13,14:00,17.16,17.2,17.16,17.18,603,5
"DE0006062144","1COV","COVESTRO AG  O.N.","Common stock","EUR",2505008,2020-02-13,14:00,38.94,38.95,38.94,38.95,1021,3
"DE000A2YN900","TMV","TEAMVIEWER AG  INH O.N.","Common stock","EUR",4427656,2020-02-13,14:00,31.89,31.89,31.88,31.88,1829,3
"GB00B10RZP78","UNVB","UNILEVER PLC   LS-,031111","Common stock","EUR",4622058,2020-02-13,14:00,54.84,54.84,54.84,54.84,600,1
"DE0007100000","DAI","DAIMLER AG NA O.N.","Common stock","EUR",2505076,2020-02-13,14:00,43.26,43.26,43.23,43.235,6157,24
"DE000CBK1001","CBK","COMMERZBANK AG","Common stock","EUR",2504665,2020-02-13,14:00,6.295,6.298,6.292,6.298,12388,14
"DE000A2E4K43","DHER","DELIVERY HERO SE NA O.N.","Common stock","EUR",2518798,2020-02-13,14:00,78.9,78.92,78.88,78.88,1365,5
"DE0007500001","TKA","THYSSENKRUPP AG O.N.","Common stock","EUR",2505105,2020-02-13,14:00,11.35,11.35,11.35,11.35,2320,1
